Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
887,1028,41,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,14,General,Tops,Dresses
888,1082,44,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,7,General Petite,Intimate,Fine knit
889,979,28,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,1,General,Bottoms,Dresses
890,1016,38,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,9,General Petite,Bottoms,Dresses
891,925,66,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,9,General Petite,Tops,Fine knit
892,994,46,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,4,General,Dresses,Dresses
893,1051,50,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,13,General Petite,Bottoms,Pants
894,1163,36,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,7,General Petite,Tops,Pants
895,838,59,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,6,General,Bottoms,Pants
896,1127,64,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,14,General Petite,Dresses,Dresses
897,927,41,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,11,Initmates,Bottoms,Pants
898,809,19,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,4,Initmates,Dresses,Pants
899,814,28,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,5,General Petite,Dresses,Knits
900,1032,19,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,10,General,Intimate,Knits
901,1159,44,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,14,Initmates,Dresses,Knits
902,997,42,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,4,General,Jackets,Pants
903,1173,49,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,1,Initmates,Bottoms,Knits
904,1129,56,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,2,General,Jackets,Knits
905,1164,50,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,14,General,Intimate,Knits
906,1077,43,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,12,General Petite,Bottoms,Dresses
907,1137,31,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,8,General,Tops,Pants
908,1121,30,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,8,General Petite,Bottoms,Fine knit
909,1069,47,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,2,General Petite,Intimate,Knits
910,816,62,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,11,Initmates,Tops,Knits
911,1036,67,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,2,Initmates,Tops,Fine knit
912,1016,45,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,7,Initmates,Tops,Fine knit
913,1070,59,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,0,General Petite,Dresses,Pants
914,820,24,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,6,Initmates,Bottoms,Blouses
915,1001,62,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,9,General Petite,Tops,Dresses
916,1026,47,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,1,General,Tops,Pants
917,846,18,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,0,General,Bottoms,Dresses
918,954,60,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,1,General,Intimate,Fine knit
919,945,26,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,7,General,Intimate,Fine knit
920,1019,64,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,6,General,Jackets,Pants
921,839,65,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,8,General,Jackets,Dresses
922,851,27,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,1,Initmates,Jackets,Blouses
923,1128,31,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,1,General Petite,Dresses,Knits
924,821,56,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,0,General,Jackets,Dresses
925,1138,55,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,8,Initmates,Dresses,Blouses
926,1088,21,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,11,General,Jackets,Blouses
927,1044,64,Great Buy,"Decent quality for the price, but runs slightly small around the waist.",3,1,3,General,Bottoms,Pants
928,877,52,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,14,Initmates,Jackets,Pants
929,1138,24,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,5,General Petite,Jackets,Blouses
930,853,27,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,11,Initmates,Tops,Blouses
931,1186,35,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,14,General Petite,Bottoms,Dresses
932,1016,22,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,10,General,Bottoms,Dresses
933,846,37,Great Buy,"Okay top for everyday wear, but the color is slightly darker than pictured.",3,1,5,General Petite,Dresses,Pants
934,914,57,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,10,Initmates,Bottoms,Fine knit
935,1196,25,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,9,Initmates,Jackets,Knits
936,902,22,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,11,General Petite,Jackets,Knits
937,896,25,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,6,General Petite,Intimate,Blouses
938,945,68,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,2,Initmates,Jackets,Blouses
939,960,46,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,7,Initmates,Dresses,Fine knit
940,975,59,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,1,General Petite,Dresses,Blouses
941,1101,65,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,1,Initmates,Dresses,Blouses
942,1128,27,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,7,General Petite,Bottoms,Knits
943,1126,23,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,9,Initmates,Intimate,Knits
944,808,46,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,7,General Petite,Jackets,Dresses
945,1025,25,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,10,General Petite,Intimate,Dresses
946,1064,46,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,14,General Petite,Intimate,Dresses
947,1017,32,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,7,General,Jackets,Fine knit
948,912,37,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,2,General Petite,Bottoms,Knits
949,827,45,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,0,General Petite,Dresses,Knits
950,875,27,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,2,General,Bottoms,Pants
951,805,26,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,7,General,Dresses,Dresses
952,1111,33,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,14,General Petite,Jackets,Knits
953,905,35,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,13,General,Jackets,Blouses
954,1080,46,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,10,Initmates,Bottoms,Knits
955,1141,37,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,9,General Petite,Jackets,Fine knit
956,907,65,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,11,General Petite,Tops,Blouses
957,843,29,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,1,Initmates,Jackets,Blouses
958,845,36,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,3,General,Jackets,Dresses
959,1185,36,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,8,Initmates,Bottoms,Blouses
960,934,47,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,8,General,Intimate,Pants
961,1081,38,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,13,General,Jackets,Fine knit
962,838,55,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,5,Initmates,Intimate,Knits
963,1024,19,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,13,General Petite,Bottoms,Fine knit
964,1195,48,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,2,General,Dresses,Knits
965,1160,50,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,8,General,Jackets,Blouses
966,1184,68,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,14,General,Jackets,Fine knit
967,1099,28,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,3,General,Bottoms,Knits
968,1124,40,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,14,General Petite,Bottoms,Knits
969,901,57,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,9,Initmates,Tops,Knits
970,1063,22,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,4,Initmates,Tops,Fine knit
971,951,42,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,5,General,Tops,Blouses
972,1107,67,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,11,General Petite,Jackets,Dresses
973,1038,69,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,5,General Petite,Dresses,Pants
974,1170,59,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,9,Initmates,Intimate,Knits
975,1045,50,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,2,General Petite,Bottoms,Blouses
976,1086,21,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,0,General Petite,Jackets,Knits
977,809,39,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,7,General Petite,Bottoms,Pants
978,891,53,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,4,General Petite,Jackets,Fine knit
979,903,39,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,13,General,Intimate,Blouses
980,804,36,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,10,General,Tops,Dresses
981,1166,40,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,7,General,Bottoms,Fine knit
982,1038,32,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,6,Initmates,Intimate,Knits
983,1111,55,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,4,General Petite,Tops,Knits
984,1198,56,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,14,General,Jackets,Blouses
985,915,62,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,6,General,Jackets,Blouses
986,1062,42,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,6,General Petite,Bottoms,Pants
987,869,61,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,2,Initmates,Jackets,Pants
988,1037,56,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,8,General,Jackets,Pants
989,834,54,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,8,Initmates,Intimate,Blouses
990,1074,37,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,3,Initmates,Jackets,Blouses
991,1003,58,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,13,General Petite,Jackets,Dresses
992,889,35,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,4,General,Intimate,Blouses
993,1093,40,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,0,Initmates,Tops,Dresses
994,1118,63,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,3,General Petite,Jackets,Blouses
995,930,69,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,1,General Petite,Bottoms,Pants
996,838,39,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,10,Initmates,Tops,Blouses
997,1139,34,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,0,Initmates,Tops,Knits
998,1082,60,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,2,General,Intimate,Dresses
999,1015,26,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,13,Initmates,Bottoms,Knits
1000,862,19,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,4,Initmates,Dresses,Dresses
1001,960,57,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,12,General Petite,Jackets,Pants
1002,940,28,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,14,General,Intimate,Pants
1003,1060,32,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,1,Initmates,Jackets,Fine knit
1004,1119,65,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,9,General,Jackets,Pants
1005,1104,23,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,12,General Petite,Intimate,Fine knit
1006,832,54,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,11,General,Tops,Blouses
1007,1033,58,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,3,General Petite,Tops,Dresses
1008,824,53,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,2,Initmates,Jackets,Knits
1009,1115,32,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,6,General,Dresses,Pants
1010,1022,33,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,1,Initmates,Intimate,Pants
1011,815,24,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,8,General,Bottoms,Dresses
1012,1187,27,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,6,General Petite,Tops,Pants
1013,1119,55,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,6,General,Jackets,Knits
1014,828,34,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,0,General,Jackets,Fine knit
1015,1046,19,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,9,General,Jackets,Dresses
1016,877,39,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,0,General,Dresses,Blouses
1017,1103,53,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,11,General Petite,Dresses,Blouses
1018,1130,66,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,5,General Petite,Intimate,Dresses
1019,1085,25,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,14,General,Bottoms,Fine knit
1020,930,42,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,5,Initmates,Dresses,Fine knit
1021,868,52,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,13,Initmates,Jackets,Blouses
1022,1050,37,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,3,General Petite,Dresses,Blouses
1023,1159,55,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,11,Initmates,Dresses,Knits
1024,1069,69,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,7,Initmates,Dresses,Fine knit
1025,813,29,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,11,Initmates,Bottoms,Knits
1026,895,38,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,8,General,Tops,Dresses
1027,1123,51,Great Buy,"Material is fine, but the sleeves are a bit longer than expected.",3,1,2,General Petite,Bottoms,Pants
1028,813,44,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,12,General Petite,Tops,Pants
1029,835,42,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,10,General,Tops,Fine knit
1030,1079,23,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,2,General Petite,Dresses,Dresses
1031,969,42,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,10,Initmates,Tops,Fine knit
1032,949,38,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,11,General,Jackets,Blouses
1033,1188,55,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,10,Initmates,Bottoms,Blouses
1034,1092,49,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,9,General,Intimate,Knits
1035,987,46,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,0,General,Jackets,Blouses
1036,1100,47,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,0,General,Tops,Knits
1037,1002,53,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,1,General,Bottoms,Pants
1038,834,32,Disappointed,Item arrived with torn seams and looks completely different from the pictures.,1,0,12,Initmates,Tops,Blouses
1039,1100,58,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,3,General Petite,Intimate,Fine knit
1040,850,22,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,8,Initmates,Tops,Pants
1041,1109,31,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,6,General,Tops,Pants
1042,951,22,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,14,General Petite,Bottoms,Knits
1043,819,60,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,11,General Petite,Dresses,Pants
1044,1187,48,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,5,Initmates,Bottoms,Dresses
1045,1016,45,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,9,General Petite,Dresses,Knits
1046,1066,31,Great Buy,Fair product for the price point. Fits okay but nothing exceptional.,3,1,12,Initmates,Tops,Blouses
1047,838,25,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,11,General Petite,Jackets,Pants
1048,807,20,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,6,General Petite,Bottoms,Fine knit
1049,910,40,Disappointed,Way over-priced for such thin material. Doesn't look good at all.,1,0,10,General,Tops,Dresses
1050,1080,27,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,10,Initmates,Bottoms,Dresses
1051,929,43,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,3,Initmates,Intimate,Knits
1052,947,23,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,3,General,Jackets,Pants
1053,1134,38,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,13,General,Intimate,Dresses
1054,1060,20,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,11,General Petite,Intimate,Pants
1055,914,42,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,12,General Petite,Bottoms,Knits
1056,973,66,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,13,General Petite,Tops,Blouses
1057,1124,26,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,2,Initmates,Tops,Fine knit
1058,1169,68,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,12,General,Bottoms,Fine knit
1059,1079,51,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,11,General,Tops,Fine knit
1060,969,66,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,11,General Petite,Bottoms,Pants
1061,955,66,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,4,General Petite,Dresses,Dresses
1062,980,39,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,5,General Petite,Dresses,Dresses
1063,1070,46,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,0,General Petite,Bottoms,Knits
1064,1160,24,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,1,Initmates,Tops,Fine knit
1065,933,39,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,14,Initmates,Dresses,Pants
1066,1092,40,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,1,General Petite,Dresses,Fine knit
1067,902,62,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,10,Initmates,Intimate,Knits
1068,933,19,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,6,General,Tops,Dresses
1069,1103,24,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,3,Initmates,Intimate,Pants
1070,1104,23,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,1,General Petite,Intimate,Knits
1071,969,54,Great Buy,Very comfortable jeans with good stretch. Perfectly tailored for everyday wear.,5,1,8,General Petite,Dresses,Pants
1072,981,55,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,14,General,Tops,Knits
1073,1149,25,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,14,Initmates,Jackets,Blouses
1074,977,19,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,5,General,Intimate,Blouses
1075,1132,48,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,0,General,Tops,Dresses
1076,1152,57,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,13,Initmates,Tops,Knits
1077,1195,28,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,11,Initmates,Jackets,Pants
1078,957,69,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,7,Initmates,Tops,Blouses
1079,903,18,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,4,General Petite,Bottoms,Blouses
1080,811,59,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,0,General,Intimate,Knits
1081,862,24,Disappointed,"Terrible material, feels cheap and fits horribly. Returning it immediately.",1,0,8,General,Bottoms,Knits
1082,1144,32,Great Buy,Flattering cut and lovely fabric! Will definitely order in another color.,5,1,2,General,Jackets,Blouses
1083,1141,27,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,1,General,Tops,Dresses
1084,1108,39,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,14,General Petite,Tops,Fine knit
1085,1058,53,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,8,Initmates,Intimate,Pants
1086,1063,21,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,11,General,Bottoms,Pants
1087,1058,69,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,13,Initmates,Bottoms,Fine knit
1088,825,36,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,2,General Petite,Dresses,Blouses
1089,880,58,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,3,General,Jackets,Knits
1090,1192,25,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,8,General,Bottoms,Blouses
1091,912,22,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,8,General,Jackets,Blouses
1092,1079,42,Great Buy,"The sweater is warm, soft, and stylish. Fits true to size and looks elegant.",5,1,9,Initmates,Tops,Fine knit
1093,1112,21,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,7,Initmates,Tops,Blouses
1094,1026,38,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,5,General,Bottoms,Dresses
1095,818,60,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,7,General,Tops,Knits
1096,838,69,Great Buy,"Okay top for everyday wear, but the color is slightly darker than pictured.",3,1,7,General Petite,Bottoms,Knits
1097,1085,37,Disappointed,The color faded immediately and button fell off. Very bad construction.,1,0,0,General,Tops,Pants
1098,1014,62,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,10,General Petite,Bottoms,Knits
1099,853,56,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,4,General,Intimate,Knits
1100,940,28,Great Buy,Soft material and nice design. Fits really well and fast shipping too.,5,1,0,General Petite,Bottoms,Fine knit
1101,943,29,Great Buy,Super cute top! The embroidery details are amazing and material feels premium.,5,1,10,General,Bottoms,Knits
1102,1107,31,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,5,General Petite,Intimate,Fine knit
1103,1022,20,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,0,General,Jackets,Pants
1104,1170,21,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,14,General,Jackets,Fine knit
1105,1151,49,Disappointed,"Awful fit, looks like a sack on me. Fabric feels synthetic and uncomfortable.",1,0,3,General Petite,Tops,Pants
1106,1000,22,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,12,Initmates,Bottoms,Blouses
1107,1170,55,Great Buy,"Okay top for everyday wear, but the color is slightly darker than pictured.",3,1,9,Initmates,Dresses,Fine knit
1108,1171,69,Great Buy,I absolutely loved this dress! Fits perfectly and very comfortable to wear all day.,5,1,0,General Petite,Dresses,Dresses
1109,1115,47,Disappointed,Shrank completely after the first wash! Terrible quality for the price.,1,0,5,General Petite,Bottoms,Knits
1110,906,56,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,8,Initmates,Intimate,Pants
1111,1071,31,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,5,General Petite,Tops,Blouses
1112,1028,54,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,9,Initmates,Bottoms,Knits
1113,941,50,Great Buy,Cute design but required ironing out of the bag. Average quality overall.,3,1,11,General,Dresses,Knits
1114,1197,20,Disappointed,"Disappointing purchase. Cheap fabric, scratchy texture, and poor tailoring.",1,0,1,General,Tops,Knits
1115,1116,55,Great Buy,Gorgeous color and wonderful material. Highly recommend buying this top!,5,1,8,General Petite,Dresses,Blouses
1116,1049,24,Great Buy,One of my favorite purchases this season! Fits great and very versatile.,5,1,7,General,Intimate,Fine knit
1117,1074,50,Great Buy,This dress exceeded my expectations! Beautiful drape and wonderful structure.,5,1,14,Initmates,Bottoms,Pants
1118,1155,28,Disappointed,Runs way too small and fabric is scratchy. Disappointed with the quality.,1,0,8,General,Bottoms,Fine knit
1119,999,58,Disappointed,Sizing is completely off. Ordered my usual size and couldn't even zip it.,1,0,11,General Petite,Tops,Pants
1120,979,58,Disappointed,Poor stitching and completely see-through. Definitely not worth the price.,1,0,9,Initmates,Tops,Pants
1121,836,34,Great Buy,Great quality fabric and beautiful fit. Got so many compliments at work.,5,1,1,Initmates,Jackets,Pants
